,date_combined,co2_flux(µmol/s/m^2),qc_co2_flux,Rg(W/m^2),Tair(degC)
,41419.6875,-11.66848585,0.0,420.0,13.72
,41419.708333333336,-6.527744494,0.0,350.3,13.67
,41419.729166666664,-6.690008859,0.0,316.0,13.67
,41419.75,-4.395759721,0.0,295.4,13.93
,41419.770833333336,-2.945703285,0.0,190.21,13.62
,41419.791666666664,-0.638580375,0.0,112.36,13.31
,41419.8125,0.780917635,1.0,39.0,12.7
,41419.833333333336,4.020702212,1.0,5.0,11.83
,41419.854166666664,7.18757223,0.0,-4.71,10.29
,41419.875,5.563133525,0.0,-5.57,8.76
,41419.895833333336,4.233043509,0.0,-5.0,8.09
,41419.916666666664,-2.523687514,1.0,-4.71,7.07
,41419.9375,6.278215863,0.0,-4.71,6.5
,41419.958333333336,-2.226069491,2.0,-5.0,5.89
,41419.979166666664,4.04309283,1.0,-4.71,5.53
,41420.0,-2.063465594,1.0,-5.57,5.68
,41420.020833333336,3.614596897,1.0,-5.0,5.53
,41420.041666666664,2.840401175,1.0,-4.71,5.63
,41420.0625,10.76834604,0.0,-4.43,6.3
,41420.083333333336,-7.584993011,0.0,-4.71,6.71
,41420.104166666664,7.315989184,0.0,-4.71,6.86
,41420.125,6.470531362,0.0,-4.71,6.71
,41420.145833333336,5.038708398,0.0,-4.71,6.71
,41420.166666666664,4.319291681,0.0,-2.71,6.6
,41420.1875,2.861820773,0.0,14.43,6.4
,41420.208333333336,3.069919443,1.0,57.57,6.04
,41420.229166666664,0.207146405,2.0,95.0,5.79
,41420.25,-5.413486203,0.0,223.64,7.68
,41420.270833333336,-5.511571634,0.0,309.7,9.52
,41420.291666666664,-8.746278842,0.0,332.6,9.98
,41420.3125,4.584272879,2.0,325.7,10.09
,41420.333333333336,-9.128017394,0.0,349.7,10.19
,41420.354166666664,-14.74219848,0.0,448.0,10.8
,41420.375,-13.70083195,0.0,557.1,11.62
,41420.395833333336,-15.28109954,0.0,742.3,12.7
,41420.416666666664,-13.9084334,0.0,843.4,13.21
,41420.4375,-18.40554079,0.0,876.6,13.93
,41420.458333333336,-11.62144626,0.0,906.3,14.39
,41420.479166666664,-16.5277024,0.0,944.0,14.95
,41420.5,-15.99440146,0.0,1010.3,15.51
,41420.520833333336,-9.412939817,0.0,937.7,15.77
,41420.541666666664,-19.0548003,0.0,785.7,16.13
,41420.5625,-14.12614573,0.0,645.1,16.33
,41420.583333333336,-16.98581646,0.0,665.1,16.49
,41420.604166666664,-7.55301652,0.0,810.3,16.95
,41420.625,-12.78045242,0.0,750.9,17.0
,41420.645833333336,-12.28947456,0.0,681.1,17.36
,41420.666666666664,-9.625790749,0.0,681.7,17.46
,41420.6875,-9.552178942,0.0,471.4,17.2
,41420.708333333336,-8.257444917,0.0,465.7,17.31
,41420.729166666664,-4.995144121,0.0,376.0,17.1
,41420.75,-3.277821194,0.0,251.86,15.82
,41420.770833333336,-1.928699433,0.0,188.79,15.41
,41420.791666666664,-1.120360506,0.0,106.36,14.54
,41420.8125,0.684753632,1.0,45.86,13.72
,41420.833333333336,-0.579901669,2.0,7.29,12.85
,41420.854166666664,-1.603968114,0.0,-4.71,11.72
,41420.875,2.0470999,1.0,-5.57,10.65
,41420.895833333336,-7.155927232,1.0,-5.86,9.83
,41420.916666666664,4.032710066,1.0,-5.57,9.01
,41420.9375,-1.076978918,2.0,-5.57,8.35
,41420.958333333336,5.686509483,0.0,-5.0,7.73
,41420.979166666664,3.8577965,0.0,-5.29,7.42
,41421.0,2.561471816,1.0,-4.14,6.71
,41421.020833333336,-0.942069892,2.0,-5.0,6.55
,41421.041666666664,25.71878244,1.0,-5.29,5.89
,41421.0625,-6.853093836,1.0,-5.29,5.17
,41421.083333333336,-3.871543735,0.0,-5.0,4.76
,41421.104166666664,-8.927900149,1.0,-5.29,3.94
,41421.125,4.038948296,0.0,-5.0,3.07
,41421.145833333336,-1.16574871,2.0,-4.71,2.92
,41421.166666666664,10.76301645,0.0,1.0,3.23
,41421.1875,0.795316392,1.0,11.36,4.97
,41421.208333333336,-1.523267097,1.0,36.64,6.86
,41421.229166666664,-3.036547726,1.0,107.43,7.12
,41421.25,4.68998533,1.0,256.36,7.63
,41421.270833333336,-6.368514744,2.0,327.4,8.19
,41421.291666666664,18.04075811,1.0,351.4,8.91
,41421.3125,-6.218169852,0.0,505.1,9.98
,41421.333333333336,-6.189423477,0.0,586.9,10.8
,41421.354166666664,-15.43707552,1.0,692.6,11.52
,41421.375,-11.80540435,0.0,664.6,12.08
,41421.395833333336,-12.29386933,0.0,761.1,12.39
,41421.416666666664,-14.6732362,1.0,873.1,13.26
,41421.4375,-9.763910601,0.0,847.4,13.26
,41421.458333333336,-14.36096912,0.0,798.9,13.36
,41421.479166666664,-13.01587067,0.0,962.3,13.88
,41421.5,-12.0175865,0.0,1078.9,14.34
,41421.520833333336,-11.1367671,0.0,911.4,14.49
,41421.541666666664,-12.96971645,0.0,1005.1,14.44
,41421.5625,-11.5665163,0.0,852.6,14.28
,41421.583333333336,-8.605121308,0.0,878.3,14.44
,41421.604166666664,-7.715604084,0.0,836.6,14.28
,41421.625,-7.26096352,0.0,816.6,14.39
,41421.645833333336,-5.583021476,0.0,735.4,14.44
,41421.666666666664,-5.414628368,0.0,596.0,14.18
,41421.6875,-4.299701595,0.0,466.3,13.67
,41421.708333333336,-5.641467091,0.0,305.7,13.31
,41421.729166666664,-3.512142612,0.0,354.9,13.67
,41421.75,-3.009865833,0.0,214.5,13.77
,41421.770833333336,-1.191562237,0.0,118.86,13.36
,41421.791666666664,1.599371567,1.0,79.71,12.65
,41421.8125,1.566986244,0.0,30.07,12.13
,41421.833333333336,1.691952724,1.0,8.14,11.42
,41421.854166666664,1.878362261,0.0,-3.0,10.65
,41421.875,1.592748371,1.0,-3.57,10.44
,41421.895833333336,2.136411162,0.0,-3.0,10.24
,41421.916666666664,2.555177971,0.0,-2.43,9.93
,41421.9375,-0.706586863,2.0,-1.29,9.93
,41421.958333333336,2.408764059,0.0,-1.29,9.98
,41421.979166666664,3.070743592,0.0,-1.57,9.78
,41422.0,-6.729419512,1.0,-1.86,9.42
,41422.020833333336,-7.401374756,1.0,-1.86,9.22
,41422.041666666664,8.085237874,0.0,-2.71,9.57
,41422.0625,-8.93666543,2.0,-2.71,9.57
,41422.083333333336,-14.97811139,1.0,-3.0,8.91
,41422.104166666664,-14.18876815,0.0,-1.57,8.81
,41422.125,-7.44322735,0.0,-1.0,8.6
,41422.145833333336,4.399193228,0.0,-0.71,8.6
,41422.166666666664,8.480146772,0.0,-0.14,8.5
,41422.1875,15.42479832,0.0,2.79,8.5
,41422.208333333336,2.852108705,0.0,9.36,8.35
,41422.229166666664,1.673550433,1.0,19.79,8.19
,41422.25,1.610144548,1.0,50.79,8.24
,41422.270833333336,-5.890528138,0.0,53.5,8.4
,41422.291666666664,-5.664260062,0.0,49.0,8.5
,41422.3125,-10.34030072,0.0,74.5,8.55
,41422.333333333336,-11.14815738,0.0,81.86,8.65
,41422.354166666664,-9.255685944,0.0,88.86,8.76
,41422.375,-14.20417935,0.0,111.64,9.01
,41422.395833333336,-12.0579878,0.0,133.36,9.01
,41422.416666666664,-15.66186136,0.0,131.36,9.16
,41422.4375,-14.92189198,0.0,98.86,9.06
,41422.458333333336,-14.6285244,0.0,141.71,9.22
,41422.479166666664,-12.86457226,0.0,122.57,9.27
,41422.5,-12.64571483,0.0,140.71,9.47
,41422.520833333336,-9.082077577,0.0,200.43,9.73
,41422.541666666664,-12.0435391,0.0,163.43,10.04
,41422.5625,-14.24661891,0.0,105.93,9.47
,41422.583333333336,-11.03483019,0.0,256.57,9.42
,41422.604166666664,-10.63774893,0.0,237.71,10.19
,41422.625,-9.117960101,0.0,120.5,10.04
,41422.645833333336,-7.839547642,0.0,63.43,9.57
,41422.666666666664,-5.395783263,0.0,86.07,9.37
,41422.6875,-5.874713151,0.0,42.86,9.16
,41422.708333333336,-5.094356335,0.0,56.07,9.06
,41422.729166666664,-2.797270808,0.0,37.0,9.06
,41422.75,-1.50245371,0.0,39.07,8.96
,41422.770833333336,-1.685180932,1.0,38.0,8.96
,41422.791666666664,1.103517816,1.0,18.21,8.91
,41422.8125,2.163119922,0.0,6.64,8.65
,41422.833333333336,2.663499226,0.0,2.07,8.6
,41422.854166666664,5.392411773,0.0,-0.43,8.5
,41422.875,6.967649579,0.0,-0.71,8.4
,41422.895833333336,4.414341922,0.0,-0.71,8.14
,41422.916666666664,4.44021441,0.0,-1.0,7.83
,41422.9375,4.58002684,0.0,-0.71,7.83
,41422.958333333336,5.814889239,0.0,-1.29,7.73
,41422.979166666664,3.755369047,0.0,-3.29,7.27
,41423.0,3.797718007,0.0,-2.43,6.86
,41423.020833333336,2.985725214,0.0,-3.29,6.66
,41423.041666666664,4.187296703,0.0,-3.57,6.3
,41423.0625,4.532717444,0.0,-3.86,5.84
,41423.083333333336,4.203371997,0.0,-4.14,5.68
,41423.104166666664,3.577254372,0.0,-4.14,4.56
,41423.125,2.572718409,0.0,-2.14,4.3
,41423.145833333336,3.231260909,0.0,-0.71,4.15
,41423.166666666664,2.114824904,0.0,0.43,4.15
,41423.1875,2.832627187,0.0,17.43,4.04
,41423.208333333336,1.35129475,0.0,61.64,4.2
,41423.229166666664,-1.545237715,0.0,118.5,4.71
,41423.25,-4.115126194,0.0,159.43,5.73
,41423.270833333336,-9.00525434,0.0,231.93,6.3
,41423.291666666664,-14.01126324,0.0,360.0,7.78
,41423.3125,-12.7686823,0.0,424.0,8.24
,41423.333333333336,-18.52824055,0.0,573.7,9.57
,41423.354166666664,-18.76262024,0.0,540.0,10.29
,41423.375,-16.47685374,0.0,628.0,10.91
,41423.395833333336,-19.30472451,0.0,632.6,11.26
,41423.416666666664,-22.04840141,0.0,572.6,11.47
,41423.4375,-15.75874433,0.0,583.4,12.03
,41423.458333333336,-19.62259589,0.0,559.4,12.44
,41423.479166666664,-15.10795901,0.0,329.7,12.39
,41423.5,-15.44232139,0.0,115.93,11.42
,41423.520833333336,-14.12232531,0.0,115.79,10.44
,41423.541666666664,-16.13307965,0.0,94.79,10.5
,41423.5625,-11.53706624,0.0,138.36,10.29
,41423.583333333336,-11.85395451,0.0,196.71,10.39
,41423.604166666664,-8.508971502,0.0,120.21,10.5
,41423.625,-10.74812231,0.0,207.43,10.75
,41423.645833333336,-7.620062351,0.0,134.57,11.52
,41423.666666666664,-8.282687162,0.0,53.43,11.47
,41423.6875,-9.052463034,0.0,44.64,10.91
,41423.708333333336,-5.348736914,0.0,42.43,11.01
,41423.729166666664,-4.914198879,0.0,35.07,11.21
,41423.75,-3.03514919,0.0,37.14,11.52
,41423.770833333336,-2.008069063,0.0,32.07,11.67
,41423.791666666664,1.264254787,1.0,40.0,11.88
,41423.8125,1.560644525,0.0,21.36,11.93
,41423.833333333336,2.088380786,0.0,6.43,11.88
,41423.854166666664,1.681400974,0.0,-0.71,11.78
,41423.875,3.68166586,0.0,-1.86,11.62
,41423.895833333336,3.574532347,1.0,-1.57,11.37
,41423.916666666664,9.829494358,0.0,-1.57,11.32
,41423.9375,3.137545681,0.0,-1.29,11.21
,41423.958333333336,4.805240161,0.0,-1.57,11.16
,41423.979166666664,3.827079508,1.0,-1.86,11.06
,41424.0,4.358993407,0.0,-0.71,10.96
,41424.020833333336,6.924446945,0.0,-0.71,11.06
,41424.041666666664,3.458763283,1.0,-0.43,11.11
,41424.0625,4.606085878,0.0,-0.43,11.16
,41424.083333333336,2.859290441,0.0,-0.71,11.32
,41424.104166666664,2.355440991,0.0,-0.71,11.47
,41424.125,4.886436571,0.0,-1.86,11.37
,41424.145833333336,4.161137304,0.0,-1.57,11.16
,41424.166666666664,4.292675983,0.0,-0.43,11.01
,41424.1875,1.066660119,0.0,3.57,10.85
,41424.208333333336,-2.930085103,1.0,7.71,10.65
,41424.229166666664,-3.724353693,0.0,10.5,10.6
,41424.25,-5.942407624,0.0,15.07,10.7
,41424.270833333336,-8.049890038,0.0,49.57,11.06
,41424.291666666664,-8.936465439,0.0,45.5,11.21
,41424.3125,-11.98617275,0.0,51.21,11.11
,41424.333333333336,-16.24029284,0.0,226.14,11.11
,41424.354166666664,-10.73283335,0.0,227.14,11.26
,41424.375,-15.31708519,0.0,183.0,11.32
,41424.395833333336,-17.02366406,0.0,116.29,11.42
,41424.416666666664,-14.63781977,0.0,91.0,11.21
,41424.4375,-18.09426854,0.0,160.36,11.42
,41424.458333333336,-18.12819128,0.0,235.93,11.88
,41424.479166666664,-18.9310355,0.0,234.43,12.19
,41424.5,-16.91178389,0.0,542.3,12.95
,41424.520833333336,-17.55108236,0.0,362.3,13.26
,41424.541666666664,-11.66008812,0.0,368.6,13.62
,41424.5625,-19.70811014,0.0,320.0,13.88
,41424.583333333336,-16.76219729,0.0,321.7,14.18
,41424.604166666664,-13.82274728,0.0,242.57,14.18
,41424.625,-13.02423377,0.0,376.6,14.49
,41424.645833333336,-11.53006197,0.0,359.4,14.49
,41424.666666666664,-10.06722158,0.0,275.79,14.34
,41424.6875,-7.992071976,0.0,221.93,14.13
,41424.708333333336,-8.219792406,0.0,153.29,13.82
,41424.729166666664,-7.249860163,0.0,162.43,13.77
,41424.75,-3.27793532,0.0,106.86,13.82
,41424.770833333336,-2.351653857,0.0,62.93,13.36
,41424.791666666664,1.293154995,1.0,50.79,12.85
,41424.8125,1.02563192,0.0,24.43,12.39
,41424.833333333336,1.984698861,0.0,3.5,12.13
,41424.854166666664,2.318811643,1.0,0.14,12.24
,41424.875,2.191150746,1.0,-1.29,12.19
,41424.895833333336,4.675115985,0.0,-1.57,12.03
,41424.916666666664,3.429530315,0.0,-1.0,11.88
,41424.9375,-2.82608037,1.0,-0.71,11.83
,41424.958333333336,3.16249419,0.0,-1.0,11.72
,41424.979166666664,3.934489768,0.0,-1.29,11.47
,41425.0,3.692174049,0.0,-1.0,11.32
,41425.020833333336,4.315464428,0.0,-1.86,11.16
,41425.041666666664,5.170172085,0.0,-3.29,10.75
,41425.0625,4.490499156,0.0,-1.86,10.44
,41425.083333333336,5.209751819,0.0,-1.0,10.7
,41425.104166666664,3.395699942,0.0,-1.86,10.7
,41425.125,3.808106545,0.0,-3.0,10.29
,41425.145833333336,5.048146665,0.0,-0.43,10.09
,41425.166666666664,3.229788141,0.0,0.79,10.19
,41425.1875,2.551299092,0.0,6.79,10.34
,41425.208333333336,2.400076208,0.0,14.07,10.44
,41425.229166666664,2.156271011,0.0,32.43,10.6
,41425.25,0.878763632,0.0,65.93,10.75
,41425.270833333336,-3.062883586,0.0,141.29,11.06
,41425.291666666664,-7.005214404,0.0,189.79,11.21
,41425.3125,-11.86088039,0.0,291.36,11.42
,41425.333333333336,-13.21423288,0.0,337.1,11.88
,41425.354166666664,-16.81072789,0.0,409.7,12.44
,41425.375,-13.10421507,0.0,625.1,13.36
,41425.395833333336,-12.03968583,0.0,777.1,13.98
,41425.416666666664,-8.457810173,0.0,693.1,14.49
,41425.4375,N/A,N/A,612.6,15.0
,41425.458333333336,-6.236658606,0.0,668.6,15.62
,41425.479166666664,-14.04867922,0.0,819.4,16.69
,41425.5,-19.14618511,0.0,864.6,17.56
,41425.520833333336,-14.11721001,0.0,926.3,18.02
,41425.541666666664,-21.41859835,0.0,944.6,18.48
,41425.5625,-22.20261527,0.0,802.3,19.05
,41425.583333333336,-23.07180326,0.0,593.7,19.0
,41425.604166666664,-22.5857697,0.0,686.3,19.2
,41425.625,-15.65214731,0.0,414.3,19.15
,41425.645833333336,-16.7078071,0.0,567.4,19.35
,41425.666666666664,-17.80954552,0.0,308.0,19.35
,41425.6875,-9.718698504,0.0,516.0,20.02
,41425.708333333336,-7.336492178,0.0,318.3,19.71
,41425.729166666664,-6.364708817,0.0,162.64,19.25
,41425.75,-2.129835361,0.0,116.21,18.84
,41425.770833333336,1.212696963,1.0,123.86,18.69
,41425.791666666664,-0.545089744,0.0,111.79,19.0
,41425.8125,1.742016724,0.0,38.5,18.18
,41425.833333333336,3.128488138,0.0,10.21,17.15
,41425.854166666664,3.826445316,0.0,-3.0,15.92
,41425.875,4.460040589,0.0,-4.71,14.9
,41425.895833333336,3.664869085,1.0,-4.71,14.54
,41425.916666666664,4.446782738,0.0,-4.43,14.9
,41425.9375,4.774672942,0.0,-5.0,14.59
,41425.958333333336,2.87434379,0.0,-5.0,14.18
,41425.979166666664,5.56976598,0.0,-5.0,13.41
,41426.0,3.816975621,0.0,-4.71,12.7
,41426.020833333336,5.459792169,0.0,-4.43,12.13
,41426.041666666664,4.370663224,0.0,-4.43,11.57
,41426.0625,4.39687987,0.0,-4.43,11.11
,41426.083333333336,3.731188428,0.0,-4.43,10.65
,41426.104166666664,3.108056644,0.0,-3.57,10.34
,41426.125,4.204708695,0.0,-4.14,10.14
,41426.145833333336,2.974519251,0.0,-3.86,9.98
,41426.166666666664,2.349284025,0.0,0.14,9.73
,41426.1875,3.712810124,1.0,28.29,9.47
,41426.208333333336,-1.065019442,1.0,85.79,9.37
,41426.229166666664,-2.373349163,0.0,149.0,9.52
,41426.25,-6.288258812,0.0,237.29,10.04
,41426.270833333336,-9.264009655,0.0,328.6,10.5
,41426.291666666664,-11.28351745,0.0,417.7,10.8
,41426.3125,-9.47403696,0.0,503.4,11.01
,41426.333333333336,-18.06714385,0.0,585.7,11.52
,41426.354166666664,-19.90610999,0.0,669.1,11.78
,41426.375,-17.06244342,0.0,751.4,12.08
,41426.395833333336,-18.1644157,0.0,812.6,12.54
,41426.416666666664,-20.5076285,0.0,890.3,13.16
,41426.4375,-19.90937147,0.0,740.0,13.47
,41426.458333333336,-21.1521453,0.0,897.1,13.57
,41426.479166666664,-17.94833542,0.0,886.9,14.28
,41426.5,-16.989587,0.0,621.7,14.34
,41426.520833333336,-18.31171337,0.0,846.3,14.9
,41426.541666666664,-17.93710664,0.0,1022.3,15.67
,41426.5625,-15.62768463,0.0,933.7,15.67
,41426.583333333336,-14.93212689,0.0,861.1,16.13
,41426.604166666664,-16.42290949,0.0,867.4,16.44
,41426.625,-11.759245,0.0,792.0,16.44
,41426.645833333336,-12.31941744,0.0,733.1,16.74
,41426.666666666664,-13.72714251,0.0,614.3,16.79
,41426.6875,-9.485218687,0.0,582.3,16.95
,41426.708333333336,-8.532142774,0.0,478.3,16.79
,41426.729166666664,-7.367579666,0.0,356.6,16.59
,41426.75,-3.627264084,0.0,294.3,16.44
,41426.770833333336,-3.766067509,0.0,223.5,16.13
,41426.791666666664,-1.209005409,0.0,109.79,15.56
,41426.8125,-0.978837203,0.0,67.21,15.16
,41426.833333333336,1.655468432,0.0,17.93,14.13
,41426.854166666664,4.047276752,1.0,-1.86,13.26
,41426.875,-1.608359701,1.0,-5.29,12.6
,41426.895833333336,3.653512772,1.0,-5.29,11.83
,41426.916666666664,5.669921118,0.0,-4.71,11.26
,41426.9375,4.627820031,0.0,-5.0,10.55
,41426.958333333336,5.097720463,0.0,-4.43,10.04
,41426.979166666664,4.580366693,0.0,-5.57,9.63
,41427.0,2.760263132,0.0,-4.14,8.91
,41427.020833333336,3.653721931,0.0,-5.29,8.29
,41427.041666666664,2.690980735,0.0,-4.43,7.63
,41427.0625,3.543032482,0.0,-4.43,8.35
,41427.083333333336,3.937704229,0.0,-4.71,8.19
,41427.104166666664,4.091472981,0.0,-4.71,7.88
,41427.125,4.784937116,0.0,-4.71,7.88
,41427.145833333336,3.280474988,0.0,-4.43,8.09
,41427.166666666664,4.285677708,0.0,0.43,7.94
,41427.1875,3.282483587,0.0,23.64,7.94
,41427.208333333336,2.62079927,1.0,75.93,8.29
,41427.229166666664,-1.597019207,1.0,147.79,9.01
,41427.25,-3.779697541,0.0,230.64,9.57
,41427.270833333336,-6.255497523,0.0,320.6,10.04
,41427.291666666664,-10.5547317,0.0,410.9,10.8
,41427.3125,-12.95743315,0.0,500.6,11.67
,41427.333333333336,-13.58215731,0.0,586.3,12.49
,41427.354166666664,-10.33698774,0.0,668.0,13.16
,41427.375,-21.37792779,0.0,744.6,13.67
,41427.395833333336,-17.52621811,0.0,820.6,14.13
,41427.416666666664,-13.85709825,0.0,897.1,14.39
,41427.4375,-15.74474509,0.0,824.0,14.64
,41427.458333333336,-18.39162522,0.0,547.4,14.39
,41427.479166666664,-21.03212819,0.0,571.4,14.64
,41427.5,-20.70009301,0.0,386.3,14.44
,41427.520833333336,-21.82800672,0.0,525.7,14.34
,41427.541666666664,-17.39670845,0.0,815.4,15.21
,41427.5625,-22.88577507,0.0,910.9,15.77
,41427.583333333336,-25.17224798,0.0,668.6,15.46
,41427.604166666664,-23.02598342,0.0,608.6,15.51
,41427.625,-15.90542992,0.0,691.4,15.92
,41427.645833333336,-26.53135856,0.0,734.3,16.33
,41427.666666666664,-15.02422172,0.0,570.9,16.28
,41427.6875,-15.87853066,0.0,529.1,16.38
,41427.708333333336,-11.6054556,0.0,422.3,16.28
,41427.729166666664,-10.9638992,0.0,388.6,16.28
,41427.75,-10.23851008,0.0,297.7,16.08
,41427.770833333336,-4.500829142,0.0,197.86,15.87
,41427.791666666664,-3.764229067,0.0,122.0,15.56
,41427.8125,-0.827861257,1.0,69.5,15.26
,41427.833333333336,-0.258874842,0.0,13.71,14.34
,41427.854166666664,2.174694852,0.0,-3.29,13.36
,41427.875,0.42194167,1.0,-5.29,12.13
,41427.895833333336,7.231149843,1.0,-5.0,11.37
,41427.916666666664,1.849296228,1.0,-4.43,11.16
,41427.9375,-1.551577338,1.0,-4.43,10.5
,41427.958333333336,3.332433918,1.0,-4.71,9.93
,41427.979166666664,0.22662918,2.0,-4.43,9.68
,41428.0,-7.561225607,1.0,-4.71,9.37
,41428.020833333336,5.107519249,1.0,-5.0,9.27
,41428.041666666664,-23.16579252,1.0,-5.0,7.94
,41428.0625,14.82526812,1.0,-4.43,6.4
,41428.083333333336,11.64935899,0.0,-4.43,5.84
,41428.104166666664,21.72248256,0.0,-3.57,5.99
,41428.125,13.18715264,1.0,-4.43,5.17
,41428.145833333336,-15.79867456,1.0,-3.86,5.17
,41428.166666666664,0.57139508,2.0,0.71,4.86
,41428.1875,-3.414778092,2.0,21.5,4.86
,41428.208333333336,3.765815293,0.0,59.64,4.92
,41428.229166666664,4.527372144,0.0,91.79,5.73
,41428.25,-1.405312004,2.0,131.79,6.4
,41428.270833333336,0.439864806,2.0,299.4,9.11
,41428.291666666664,-0.605532931,2.0,394.9,11.37
,41428.3125,-1.610098845,1.0,486.3,11.93
,41428.333333333336,-7.014542856,0.0,570.3,12.7
,41428.354166666664,-11.83231169,0.0,654.3,13.26
,41428.375,-10.96670295,0.0,731.4,13.93
,41428.395833333336,-11.07859259,0.0,788.6,14.39
,41428.416666666664,-13.27676661,0.0,908.6,15.1
,41428.4375,-15.71831362,0.0,494.9,14.9
,41428.458333333336,-10.89400468,0.0,912.6,15.51
,41428.479166666664,-13.81556653,0.0,1005.1,15.77
,41428.5,-16.55313092,0.0,929.1,15.97
,41428.520833333336,-27.73828772,0.0,752.0,15.87
,41428.541666666664,-12.52223651,0.0,868.0,16.44
,41428.5625,-16.43025292,0.0,862.9,16.74
,41428.583333333336,-26.6178792,0.0,834.9,16.84
,41428.604166666664,-19.95114078,0.0,772.0,16.84
,41428.625,-14.10508901,0.0,800.6,17.36
,41428.645833333336,-11.8500624,0.0,662.3,17.31
,41428.666666666664,-9.568117516,0.0,427.4,17.36
,41428.6875,-16.96495976,0.0,476.0,17.1
,41428.708333333336,-8.884057779,0.0,484.0,17.25
,41428.729166666664,-7.361297181,0.0,380.0,17.1
,41428.75,-7.748725239,0.0,309.7,17.0
,41428.770833333336,-1.966956404,0.0,164.86,16.49
,41428.791666666664,-0.984289852,1.0,112.57,15.92
,41428.8125,-0.817303294,0.0,73.43,15.26
,41428.833333333336,-0.41509361,1.0,23.29,14.28
,41428.854166666664,0.389867538,1.0,2.14,13.31
,41428.875,3.60386532,2.0,-4.71,12.19
,41428.895833333336,0.410419132,1.0,-5.29,11.21
,41428.916666666664,-0.012,2.0,-5.29,10.39
,41428.9375,2.170804858,1.0,-5.0,9.83
,41428.958333333336,-1.231935596,2.0,-4.71,9.27
,41428.979166666664,3.274843762,0.0,-4.71,8.81
,41429.0,-0.807946452,1.0,-5.0,8.29
,41429.020833333336,1.250950817,1.0,-4.71,7.42
,41429.041666666664,18.51065407,1.0,-5.0,7.58
,41429.0625,-1.726844483,2.0,-5.29,6.25
,41429.083333333336,3.395641384,1.0,-4.71,5.89
,41429.104166666664,1.566654712,0.0,-5.0,6.04
,41429.125,-0.153012917,2.0,-5.0,5.89
,41429.145833333336,2.603822288,0.0,-4.71,5.99
,41429.166666666664,1.292222277,1.0,0.14,5.84
,41429.1875,1.33764505,1.0,20.71,5.43
,41429.208333333336,1.929633842,0.0,66.21,5.48
,41429.229166666664,3.208451534,1.0,154.36,6.45
,41429.25,-2.688467869,1.0,234.5,7.78
,41429.270833333336,5.118409253,1.0,336.0,8.76
,41429.291666666664,-2.679128369,0.0,426.9,9.63
,41429.3125,-11.16766599,1.0,510.9,10.29
,41429.333333333336,-9.54296949,0.0,593.7,11.16
,41429.354166666664,-12.15407963,0.0,669.7,11.93
,41429.375,-10.53792225,0.0,743.4,12.9
,41429.395833333336,-11.24893566,0.0,779.4,13.57
,41429.416666666664,-13.27811914,0.0,864.6,14.49
,41429.4375,-12.16796969,0.0,906.3,15.21
,41429.458333333336,-10.8384517,0.0,892.6,15.56
,41429.479166666664,-8.641844128,0.0,915.4,16.18
,41429.5,-7.530165414,0.0,921.7,16.69
,41429.520833333336,-24.51397608,0.0,948.0,17.2
,41429.541666666664,-19.8548386,0.0,939.4,17.97
,41429.5625,-14.03435636,0.0,910.3,18.38
,41429.583333333336,-13.12649135,0.0,886.3,19.0
,41429.604166666664,-18.08494077,0.0,834.3,19.05
,41429.625,-13.54593168,0.0,792.6,19.05
,41429.645833333336,-7.405925199,0.0,733.1,19.15
,41429.666666666664,-11.59080769,0.0,655.4,19.25
,41429.6875,-10.73657052,0.0,577.1,19.1
,41429.708333333336,-4.722728765,0.0,468.6,19.05
,41429.729166666664,-7.533989614,1.0,318.3,18.69
,41429.75,-9.663490723,0.0,299.4,18.53
,41429.770833333336,6.553022816,0.0,213.93,18.23
,41429.791666666664,-3.199347027,0.0,114.14,17.66
,41429.8125,2.414710278,0.0,47.93,16.95
,41429.833333333336,7.875082628,0.0,7.29,16.08
,41429.854166666664,3.597878606,0.0,-2.43,15.21
,41429.875,3.991146424,0.0,-5.0,14.59
,41429.895833333336,6.568527862,0.0,-5.0,13.88
,41429.916666666664,8.298263245,0.0,-5.29,13.21
,41429.9375,4.424674044,0.0,-5.29,12.49
,41429.958333333336,7.270028864,0.0,-5.0,11.62
,41429.979166666664,10.79718394,0.0,-5.0,10.8
,41430.0,7.532875341,0.0,-4.71,10.14
,41430.020833333336,7.839697267,0.0,-4.71,9.68
,41430.041666666664,11.52372474,0.0,-4.71,9.22
,41430.0625,29.35469156,0.0,-4.71,8.86
,41430.083333333336,14.72437679,0.0,-5.0,8.5
,41430.104166666664,26.41590165,0.0,-4.71,8.14
,41430.125,13.95689312,0.0,-1.0,8.04
,41430.145833333336,8.907087669,0.0,-0.71,8.14
,41430.166666666664,12.90700319,0.0,3.0,8.09
,41430.1875,12.99975279,0.0,14.14,8.09
,41430.208333333336,5.043133768,0.0,40.64,7.88
,41430.229166666664,5.017670772,0.0,76.93,7.88
,41430.25,6.923269183,0.0,125.86,7.99
,41430.270833333336,0.811674615,0.0,325.1,8.45
,41430.291666666664,-2.693054195,0.0,325.7,8.81
,41430.3125,-4.889835239,1.0,488.6,9.27
,41430.333333333336,-9.867527047,0.0,578.9,9.93
,41430.354166666664,-9.438569426,0.0,654.3,10.75
,41430.375,-16.17157982,0.0,723.4,11.67
